t,gas_price,power_price,heat_demand,local_heat_demand,solar_thermal_heat_profile,heatpump_s1.delta_T_min,heatpump_s1.R,heatpump_s1.k,heatpump_s1.T_q,heatpump_s1.T_k,heatpump_s1.p1,heatpump_s1.p2,heatpump_s1.p3,heatpump_s1.p4,heatpump_s1.T1,heatpump_s1.T2,heatpump_s1.T3,heatpump_s1.T4,heatpump_s1.h1,heatpump_s1.h2,heatpump_s1.h3,heatpump_s1.h4,heatpump_s1.max_volume_flow_compressor,heatpump_s1.electrical_efficiency_compressor,heatpump_s1.n,heatpump_s1.z,heatpump_s2.delta_T_min,heatpump_s2.R,heatpump_s2.k,heatpump_s2.T_q,heatpump_s2.T_k,heatpump_s2.p1,heatpump_s2.p2,heatpump_s2.p3,heatpump_s2.p4,heatpump_s2.T1,heatpump_s2.T2,heatpump_s2.T3,heatpump_s2.T4,heatpump_s2.h1,heatpump_s2.h2,heatpump_s2.h3,heatpump_s2.h4,heatpump_s2.max_volume_flow_compressor,heatpump_s2.electrical_efficiency_compressor,heatpump_s2.n,heatpump_s2.z,chp_1.bin,chp_1.gas,chp_1.power,chp_1.heat,chp_1.co2,chp_1.waste_heat,chp_1.natural_gas,chp_1.hydrogen,chp_2.bin,chp_2.gas,chp_2.power,chp_2.heat,chp_2.co2,chp_2.waste_heat,chp_2.natural_gas,chp_2.hydrogen,electrical_grid.power_balance,electrical_grid.power_supply,electrical_grid.power_feedin,hydrogen_grid.hydrogen_balance,hydrogen_grid.hydrogen_supply,hydrogen_grid.hydrogen_feedin,waste_heat_grid.heat_balance,waste_heat_grid.heat_supply,waste_heat_grid.heat_feedin,local_heat_grid.heat_balance,local_heat_grid.heat_feedin,local_heat_grid.district_heat_feedin,ngas_grid.ngas_balance,heat_grid.heat_balance,heat_grid.heat_feedin,heat_grid.heat_supply,heat_grid.excess_heat_feedin,heat_grid.heat_grid_to_local,battery_storage.power_balance,battery_storage.power_charging,battery_storage.power_discharging,battery_storage.power_content,battery_storage.bin_discharge,battery_storage.bin_charge,battery_storage.bin_switch,heat_storage.heat_balance,heat_storage.heat_charging,heat_storage.heat_discharging,heat_storage.heat_content,heat_storage.bin_charge,heat_storage.bin_discharge,pv.power,solar_thermal.bin,solar_thermal.heat,heatpump_s1.power,heatpump_s1.heat_input,heatpump_s1.heat,heatpump_s1.capacity_compressor,heatpump_s1.volume_flow,heatpump_s1.massflow_refigerant,heatpump_s1.swept_volume,heatpump_s2.power,heatpump_s2.heat_input,heatpump_s2.heat,heatpump_s2.capacity_compressor,heatpump_s2.volume_flow,heatpump_s2.massflow_refigerant,heatpump_s2.swept_volume,local_heat_storage.heat_balance,local_heat_storage.heat_charging,local_heat_storage.heat_discharging,local_heat_storage.excess_heat_discharging,local_heat_storage.heat_content,local_heat_storage.bin_charge,local_heat_storage.bin_discharge,geo_heat_storage.heat_balance,geo_heat_storage.heat_charging,geo_heat_storage.heat_discharging,geo_heat_storage.heat_content,geo_heat_storage.bin_charge,geo_heat_storage.bin_discharge,heatpump_s1.ideal_cop,heatpump_s1.d,heatpump_s1.real_cop,heatpump_s2.ideal_cop,heatpump_s2.d,heatpump_s2.real_cop
1,70.037,114.12,96.554,1.3225777158149064,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,1.5762000000000014,1.9,7.816400000000008,148.5116,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-122.88301150435417,1.9649884956458208,124.848,148.51160000000002,148.51160000000002,0.0,0.0,5.088886584289497,5.088886584289497,0.0,1.3225777158149064,0.0,164.14440000000002,0.0,164.0,67.446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-67.446,67.446,0.0,67.446,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157236,4.238886584289498,4.503115615159108,1447.4246873183652,0.08909833174640308,5.169373883279875,0.021383599619136738,-3.180537899344201,4.503115615159108,1.3225777158149064,0.0,3.180537899344201,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
2,70.037,113.79,97.699,1.3748408683440645,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,1.5762000000000014,1.9,7.816400000000008,148.5116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.22228266647757,1.2017173335224343,62.424,148.51160000000002,148.51160000000002,0.0,0.0,3.1888865842894965,3.1888865842894965,0.0,1.3748408683440645,0.0,7.816400000000008,0.0,93.50300840630041,0.0,4.195991593699581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.503008406300417,0.0,11.503008406300417,55.94299159369958,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.9395814111923372,2.3388865842894964,2.4846799956469114,798.6441995134866,0.04916170524037897,2.8523007125481663,0.011798809257690952,3.0861524663967335,2.4846799956469114,1.3748408683440645,4.195991593699581,0.0943854329474676,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
3,70.037,113.79,95.31750000000001,1.3690296776543576,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,1.5762000000000014,1.9,7.816400000000008,148.5116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.22228266647757,1.2017173335224343,62.424,148.51160000000002,148.51160000000002,0.0,0.0,3.1888865842894965,3.1888865842894965,0.0,1.3690296776543576,0.0,7.816400000000008,0.0,94.10746424905999,0.0,1.210035750940022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.107464249059987,0.0,12.107464249059987,43.835527344639594,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.9395814111923372,2.3388865842894964,2.4846799956469114,798.6441995134866,0.04916170524037897,2.8523007125481663,0.011798809257690952,0.0943854329474676,2.4846799956469114,1.3690296776543576,1.210035750940022,0.0,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
4,70.037,111.79,95.744,1.4204523757312997,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,1.5762000000000014,1.9,7.816400000000008,148.5116,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-122.88301150435417,1.9649884956458203,124.848,148.51160000000002,148.51160000000002,0.0,0.0,5.088886584289496,5.088886584289496,0.0,1.4204523757312997,0.0,164.14440000000002,0.0,164.0,68.256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-68.256,68.256,0.0,112.09152734463959,1.0,0.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,1.7028525733157232,4.238886584289497,4.503115615159107,1447.4246873183647,0.08909833174640307,5.169373883279874,0.021383599619136735,-3.0826632394278084,4.503115615159107,1.4204523757312997,0.0,3.0826632394278084,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
5,70.037,111.78,94.039,1.4651911424090494,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,1.5762000000000014,1.9,7.816400000000008,148.5116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.22228266647757,1.2017173335224343,62.424,148.51160000000002,148.51160000000002,0.0,0.0,3.1888865842894965,3.1888865842894965,0.0,1.4651911424090494,0.0,7.816400000000008,0.0,92.66085762360733,0.0,1.3781423763926717,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.66085762360733,0.0,10.66085762360733,101.43066972103226,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.9395814111923372,2.3388865842894964,2.4846799956469114,798.6441995134866,0.04916170524037897,2.8523007125481663,0.011798809257690952,0.35865352315480914,2.4846799956469114,1.4651911424090494,1.3781423763926717,2.7240097162729993,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
6,70.037,111.78,94.843,1.794257431193237,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,1.5762000000000014,1.9,7.816400000000008,148.5116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.22228266647757,5.201717333522434,62.424,148.51160000000002,148.51160000000002,0.0,0.0,3.1888865842894965,3.1888865842894965,0.0,1.794257431193237,0.0,7.816400000000008,0.0,94.843,0.0,0.0,0.0,-4.0,4.0,0.0,4.0,0.0,1.0,1.0,12.843000000000004,0.0,12.843000000000004,88.58766972103226,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.9395814111923372,2.3388865842894964,2.4846799956469114,798.6441995134866,0.04916170524037897,2.8523007125481663,0.011798809257690952,-0.6904225644536748,2.4846799956469114,1.794257431193237,0.0,3.414432280726674,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
7,70.037,111.78,94.607,2.0578563910896768,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,1.5762000000000014,1.9,7.816400000000008,148.5116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.22228266647757,3.201717333522434,62.424,148.51160000000002,148.51160000000002,0.0,0.0,3.1888865842894965,3.1888865842894965,0.0,2.0578563910896768,0.0,7.816400000000008,0.0,94.607,0.0,0.0,0.0,-2.0,2.0,0.0,6.0,0.0,1.0,0.0,12.607,0.0,12.607,75.98066972103226,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.9395814111923372,2.3388865842894964,2.4846799956469114,798.6441995134866,0.04916170524037897,2.8523007125481663,0.011798809257690952,-0.4268236045572351,2.4846799956469114,2.0578563910896768,0.0,3.841255885283909,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
8,70.037,111.78,96.8815,2.085524903864958,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,1.5762000000000014,1.9,7.816400000000008,148.5116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.22228266647757,1.2017173335224343,62.424,148.51160000000002,148.51160000000002,0.0,0.0,3.1888865842894965,3.1888865842894965,0.0,2.085524903864958,0.0,7.816400000000008,0.0,96.8815,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,14.881500000000003,0.0,14.881500000000003,61.099169721032254,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.9395814111923372,2.3388865842894964,2.4846799956469114,798.6441995134866,0.04916170524037897,2.8523007125481663,0.011798809257690952,-0.3991550917819544,2.4846799956469114,2.085524903864958,0.0,4.240410977065864,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
9,70.037,151.32,104.853,2.5295032837296487,0.00040390471645443426,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,1.5762000000000014,1.9,7.816400000000008,148.5116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.42024266647756,1.2017173335224343,66.62196,148.51160000000002,148.51160000000002,0.0,0.0,3.1888865842894965,3.1888865842894965,0.0,2.5295032837296487,0.0,7.816400000000008,0.0,100.6570084063004,0.0,4.195991593699581,0.0,4.0,0.0,4.0,2.0,1.0,0.0,0.0,18.65700840630005,0.0,18.65700840630005,42.4421613147322,0.0,1.0,0.19796,1.0,0.00040390471645443426,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.9395814111923372,2.3388865842894964,2.4846799956469114,798.6441995134866,0.049161705240378974,2.8523007125481668,0.011798809257690954,4.240410977065864,2.485083900363366,2.5295032837296487,4.195991593699581,0.0,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
10,70.037,151.32,111.2905,2.549405857771298,0.5312005470356951,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,1.5762000000000014,1.9,7.816400000000008,148.5116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.72012266647757,1.2017173335224345,64.92184,148.51160000000002,148.51160000000002,0.0,0.0,3.188886584289497,3.188886584289497,0.0,2.549405857771298,0.0,7.816400000000008,0.0,110.82402531508869,0.0,0.4664746849113093,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,28.824025315088686,0.0,28.824025315088686,13.618135999643517,0.0,1.0,0.49784,1.0,0.5312005470356951,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.9395814111923373,2.338886584289497,2.484679995646912,798.6441995134868,0.04916170524037898,2.8523007125481668,0.011798809257690956,0.0,3.015880542682607,2.549405857771298,0.4664746849113093,0.0,1.0,1.0,0.0,0.85,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
